ent_1_model,ent_1_handle,ent_1_extra_handles,ent_2_model,ent_2_handle,ent_2_handles_other,ent_2_extra_handles
DSS,,,mCODE,Component > Dementia > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Dementia > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Dementia > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Depression,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Depression > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Depression > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Depression > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Depression > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Complicated,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Complicated > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Complicated > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Complicated > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Complicated > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Uncomplicated,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Uncomplicated > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Uncomplicated > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Uncomplicated > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Diabetes Uncomplicated > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Drug Abuse,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Drug Abuse > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Drug Abuse > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Drug Abuse > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Drug Abuse > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Complicated,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Complicated > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Complicated > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Complicated > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Complicated > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Uncomplicated,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Uncomplicated > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Uncomplicated > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Uncomplicated > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypertension Uncomplicated > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Mild,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Mild > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Mild > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Mild > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Mild > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Severe,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Severe > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Severe > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Severe > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Liver Disease Severe > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Chronic Pulmonary Disease,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Chronic Pulmonary Disease > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Chronic Pulmonary Disease > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Chronic Pulmonary Disease > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Chronic Pulmonary Disease > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Movement,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Movement > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Movement > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Movement > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Movement > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Other,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Other > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Other > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Other > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Other > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Seizure,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Seizure > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Seizure > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Seizure > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Neurological Seizure > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Obesity,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Obesity > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Obesity > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Obesity > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Obesity > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Paralysis,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Paralysis > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Paralysis > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Paralysis > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Paralysis > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Peripheral Vascular Disease,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Peripheral Vascular Disease > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Peripheral Vascular Disease > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Peripheral Vascular Disease > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Peripheral Vascular Disease > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Psychosis,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Psychosis > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Psychosis > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Psychosis > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Psychosis > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Pulmonary Circulation Disorder,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Pulmonary Circulation Disorder > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Pulmonary Circulation Disorder > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Pulmonary Circulation Disorder > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Pulmonary Circulation Disorder > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Moderate,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Moderate > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Moderate > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Moderate > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Moderate > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Severe,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Severe > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Severe > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Severe > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Renal Failure Severe > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypothyroidism,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypothyroidism > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypothyroidism > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypothyroidism > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Hypothyroidism > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Thyroid Other,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Thyroid Other > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Thyroid Other > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Thyroid Other > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Thyroid Other > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Ulcer,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Ulcer > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Ulcer > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Ulcer > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Ulcer > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Valvular Disease,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Valvular Disease > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Valvular Disease > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Valvular Disease > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Valvular Disease > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Weight Loss,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Weight Loss > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Weight Loss > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Weight Loss > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Weight Loss > Value,,Comorbidities Elixhauser Profile
DSS,,,HTAN,start_days_from_index,,Exposure
DSS,,,HTAN,start_days_from_index,,Molecular Test
DSS,,,mCODE,Termination Reason,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Status,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Medication,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Subject,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Effective,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Reason Code,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Reason Reference,,Cancer-Related Medication Administration Profile
DSS,,,mCODE,Treatment Intent,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Termination Reason,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Status,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Intent,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Category,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Reported,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Medication,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Subject,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Encounter,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Authored On,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Requester,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Reason Code,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Reason Reference,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Dosage Instruction,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Dosage Instruction > Text,,Cancer-Related Medication Request Profile
DSS,,,mCODE,Status,,ECOG Performance Status Profile
DSS,,,mCODE,Subject,,ECOG Performance Status Profile
DSS,,,mCODE,Effective,,ECOG Performance Status Profile
DSS,,,mCODE,Value,,ECOG Performance Status Profile
DSS,,,mCODE,Interpretation,,ECOG Performance Status Profile
DSS,,,mCODE,Status,,Genomic Region Studied Profile
DSS,,,mCODE,Subject,,Genomic Region Studied Profile
DSS,,,mCODE,Effective,,Genomic Region Studied Profile
DSS,,,mCODE,Value,,Genomic Region Studied Profile
DSS,,,mCODE,Data Absent Reason,,Genomic Region Studied Profile
DSS,,,mCODE,Component,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Code,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Gene Mutations > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Gene Studied > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Dna Region Description,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Dna Region Description > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Dna Ranges Examined,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Dna Ranges Examined > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Genomic Region Coordinate System > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Genomic Reference Sequence Id,,Genomic Region Studied Profile
DSS,,,mCODE,Component > Genomic Reference Sequence Id > Value,,Genomic Region Studied Profile
DSS,,,mCODE,Related Condition,,Genomic Specimen Profile
DSS,,,mCODE,Status,,Genomic Specimen Profile
DSS,,,mCODE,Type,,Genomic Specimen Profile
DSS,,,mCODE,Subject,,Genomic Specimen Profile
DSS,,,mCODE,Collection,,Genomic Specimen Profile
DSS,,,mCODE,Collection > Body Site,,Genomic Specimen Profile
DSS,,,mCODE,Collection > Body Site > Location Qualifier,,Genomic Specimen Profile
DSS,,,mCODE,Collection > Body Site > Laterality Qualifier,,Genomic Specimen Profile
DSS,,,mCODE,Status,,Genomic Variant Profile
DSS,,,mCODE,Subject,,Genomic Variant Profile
DSS,,,mCODE,Effective,,Genomic Variant Profile
DSS,,,mCODE,Value,,Genomic Variant Profile
DSS,,,mCODE,Data Absent Reason,,Genomic Variant Profile
DSS,,,mCODE,Method,,Genomic Variant Profile
DSS,,,mCODE,Specimen,,Genomic Variant Profile
DSS,,,mCODE,Component,,Genomic Variant Profile
DSS,,,mCODE,Component > Code,,Genomic Variant Profile
DSS,,,mCODE,Component > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Gene Studied > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Variation Code > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Genomic DNA Change > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Genomic DNA Change Type > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Molecular Consequence > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Genomic Source Class > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Amino Acid Change > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Amino Acid Change Type > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Copy Number,,Genomic Variant Profile
DSS,,,mCODE,Component > Copy Number > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Sample Allelic Frequency,,Genomic Variant Profile
DSS,,,mCODE,Component > Sample Allelic Frequency > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Allelic State > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Cytogenetic Location,,Genomic Variant Profile
DSS,,,mCODE,Component > Cytogenetic Location > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Cytogenetic Nomenclature,,Genomic Variant Profile
DSS,,,mCODE,Component > Cytogenetic Nomenclature > Value,,Genomic Variant Profile
DSS,,,mCODE,Component > Clinical Significance > Value,,Genomic Variant Profile
DSS,,,mCODE,Status,,Genomics Report Profile
DSS,,,mCODE,Subject,,Genomics Report Profile
DSS,,,mCODE,Effective,,Genomics Report Profile
DSS,,,mCODE,Issued,,Genomics Report Profile
DSS,,,mCODE,Performer,,Genomics Report Profile
DSS,,,mCODE,Specimen,,Genomics Report Profile
DSS,,,mCODE,Result > Genomic Variant,,Genomics Report Profile
DSS,,,mCODE,Result > Genomic Region Studied,,Genomics Report Profile
DSS,,,mCODE,Status,,Karnofsky Performance Status Profile
DSS,,,mCODE,Subject,,Karnofsky Performance Status Profile
DSS,,,mCODE,Effective,,Karnofsky Performance Status Profile
DSS,,,mCODE,Value,,Karnofsky Performance Status Profile
DSS,,,mCODE,Interpretation,,Karnofsky Performance Status Profile
DSS,,,mCODE,Timestamp,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Resource,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Cancer Patient,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Cancer Patient > Resource,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Primary Cancer Condition,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Cancer Related Medication Administration,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Cancer Related Medication Request,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Genomics Report,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Cancer Related Surgical Procedure,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Comorbidities Elixhauser,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Ecog Performance Status,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Genomic Specimen,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Genomic Region Studied,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Karnofsky Performance Status,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Radiotherapy Course Summary,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Radiotherapy Volume,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Secondary Cancer Condition,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Tumor,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Tumor Marker Test,,mCODE Patient Bundle Profile
DSS,,,mCODE,Entry > Tumor Size,,mCODE Patient Bundle Profile
DSS,,,mCODE,Asserted Date,,Primary Cancer Condition Profile
DSS,,,mCODE,Histology Morphology Behavior,,Primary Cancer Condition Profile
DSS,,,mCODE,Clinical Status,,Primary Cancer Condition Profile
DSS,,,mCODE,Verification Status,,Primary Cancer Condition Profile
DSS,,,mCODE,Category,,Primary Cancer Condition Profile
DSS,,,mCODE,Code,,Primary Cancer Condition Profile
DSS,,,mCODE,Body Site,,Primary Cancer Condition Profile
DSS,,,mCODE,Body Site > Location Qualifier,,Primary Cancer Condition Profile
DSS,,,mCODE,Body Site > Laterality Qualifier,,Primary Cancer Condition Profile
DSS,,,mCODE,Subject,,Primary Cancer Condition Profile
DSS,,,mCODE,Stage,,Primary Cancer Condition Profile
DSS,,,mCODE,Stage > Assessment,,Primary Cancer Condition Profile
DSS,,,mCODE,Treatment Intent,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Termination Reason,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Modality and Technique,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Modality and Technique > Modality,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Modality and Technique > Technique,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Actual Number of Sessions,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Dose Delivered to Volume,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Dose Delivered to Volume > Volume,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Dose Delivered to Volume > Total Dose Delivered,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Dose Delivered to Volume > Fractions Delivered,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Status,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Subject,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Performed,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Reason Code,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Reason Reference,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Body Site,,Radiotherapy Course Summary Profile
DSS,,,mCODE,Identifier,,Radiotherapy Volume Profile
DSS,,,mCODE,Identifier > Display Name,,Radiotherapy Volume Profile
DSS,,,mCODE,Identifier > Display Name > Value,,Radiotherapy Volume Profile
DSS,,,mCODE,Morphology,,Radiotherapy Volume Profile
DSS,,,mCODE,Location,,Radiotherapy Volume Profile
DSS,,,mCODE,Location Qualifier,,Radiotherapy Volume Profile
DSS,,,mCODE,Description,,Radiotherapy Volume Profile
DSS,,,mCODE,Patient,,Radiotherapy Volume Profile
DSS,,,mCODE,Extension,,Secondary Cancer Condition Profile
DSS,,,mCODE,Extension > Asserted Date,,Secondary Cancer Condition Profile
DSS,,,mCODE,Extension > Histology Morphology Behavior,,Secondary Cancer Condition Profile
DSS,,,mCODE,Extension > Related Primary Cancer Condition,,Secondary Cancer Condition Profile
DSS,,,mCODE,Clinical Status,,Secondary Cancer Condition Profile
DSS,,,mCODE,Verification Status,,Secondary Cancer Condition Profile
DSS,,,mCODE,Category,,Secondary Cancer Condition Profile
DSS,,,mCODE,Code,,Secondary Cancer Condition Profile
DSS,,,mCODE,Body Site,,Secondary Cancer Condition Profile
DSS,,,mCODE,Body Site > Location Qualifier,,Secondary Cancer Condition Profile
DSS,,,mCODE,Body Site > Laterality Qualifier,,Secondary Cancer Condition Profile
DSS,,,mCODE,Subject,,Secondary Cancer Condition Profile
DSS,,,mCODE,Status,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Code,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Subject,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Focus,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Effective,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Value,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Method,,TNM Distant Metastases Category Profile
DSS,,,mCODE,Status,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Code,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Subject,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Focus,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Effective,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Value,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Method,,TNM Primary Tumor Category Profile
DSS,,,mCODE,Status,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Code,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Subject,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Focus,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Effective,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Value,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Method,,TNM Regional Nodes Category Profile
DSS,,,mCODE,Status,,Tumor Marker Test Profile
DSS,,,mCODE,Code,,Tumor Marker Test Profile
DSS,,,mCODE,Subject,,Tumor Marker Test Profile
DSS,,,mCODE,Effective,,Tumor Marker Test Profile
DSS,,,mCODE,Value,,Tumor Marker Test Profile
DSS,,,mCODE,Data Absent Reason,,Tumor Marker Test Profile
DSS,,,mCODE,Specimen,,Tumor Marker Test Profile
DSS,,,mCODE,Subject,,Tumor Size Profile
DSS,,,mCODE,Focus,,Tumor Size Profile
DSS,,,mCODE,Effective,,Tumor Size Profile
DSS,,,mCODE,Method,,Tumor Size Profile
DSS,,,mCODE,Specimen,,Tumor Size Profile
DSS,,,mCODE,Component,,Tumor Size Profile
DSS,,,mCODE,Component > Tumor Longest Dimension,,Tumor Size Profile
DSS,,,mCODE,Component > Tumor Longest Dimension > Value,,Tumor Size Profile
DSS,,,mCODE,Component > Tumor Other Dimension,,Tumor Size Profile
DSS,,,mCODE,Component > Tumor Other Dimension > Value,,Tumor Size Profile
DSS,,,mCODE,Related Condition,,Tumor Specimen Profile
DSS,,,mCODE,Identifier,,Tumor Specimen Profile
DSS,,,mCODE,Identifier > Tumor Identifier,,Tumor Specimen Profile
DSS,,,mCODE,Identifier > Tumor Identifier > Value,,Tumor Specimen Profile
DSS,,,mCODE,Status,,Tumor Specimen Profile
DSS,,,mCODE,Subject,,Tumor Specimen Profile
DSS,,,mCODE,Collection,,Tumor Specimen Profile
DSS,,,mCODE,Collection > Body Site,,Tumor Specimen Profile
DSS,,,mCODE,Collection > Body Site > Location Qualifier,,Tumor Specimen Profile
DSS,,,mCODE,Collection > Body Site > Laterality Qualifier,,Tumor Specimen Profile
DSS,,,mCODE,Extension,,Tumor Profile
DSS,,,mCODE,Extension > Related Condition,,Tumor Profile
DSS,,,mCODE,Extension > Related Condition > Value,,Tumor Profile
DSS,,,mCODE,Identifier,,Tumor Profile
DSS,,,mCODE,Location,,Tumor Profile
DSS,,,mCODE,Location Qualifier,,Tumor Profile
DSS,,,mCODE,Patient,,Tumor Profile
DSS,,,GDC,tumor_depth,,Diagnosis
DSS,,,PDC,tumor_depth,,Diagnosis
